temperature_c,humidity_pct,pressure_hpa,mq4_ch4_ppm,mq135_gas_ppm,sound_db,vibration_g,temp_change_rate,ch4_change_rate,Hazard_Type,Risk_Level,Recommended_Action
45.37,29.51,1010.43,276.74,539.92,80.23,0.32,1.549,6.759,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
31.3,87.44,996.76,396.2,363.4,46.45,0.17,-0.021,-0.922,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.96,65.49,1014.38,164.67,80.52,50.29,0.12,0.027,1.477,Normal,Safe,Maintain Regular Monitoring
24.37,70.6,1018.53,89.68,75.12,62.63,0.2,0.104,-0.581,Normal,Safe,Maintain Regular Monitoring
22.68,53.2,1011.86,162.84,83.64,52.64,0.11,-0.07,0.036,Normal,Safe,Maintain Regular Monitoring
29.64,92.3,1005.07,388.13,300.52,46.45,0.13,0.032,-0.392,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
30.43,93.7,1012.97,377.53,319.23,39.44,0.05,0.064,-0.702,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
37.14,34.74,1007.12,898.81,562.91,75.1,0.22,2.768,9.478,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
44.74,32.21,1012.88,793.67,299.54,68.29,0.35,1.953,7.915,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
52.15,38.3,1012.07,772.81,289.36,73.85,0.4,3.327,3.37,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
21.43,61.58,1015.67,83.41,89.53,51.75,0.14,-0.026,-0.058,Normal,Safe,Maintain Regular Monitoring
29.17,91.27,1000.87,183.81,234.59,48.41,0.14,0.061,1.183,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
25.66,61.65,1010.26,4508.45,167.37,64.09,0.18,0.323,30.246,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
29.19,51.16,1005.84,2698.84,97.97,56.15,0.25,0.214,61.65,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.48,57.69,1018.59,1586.93,177.37,59.24,0.29,0.179,27.293,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
23.98,61.61,1012.58,56.97,70.67,61.44,0.22,-0.013,-0.794,Normal,Safe,Maintain Regular Monitoring
25.15,56.8,1018.75,166.41,68.47,56.05,0.11,0.088,-0.556,Normal,Safe,Maintain Regular Monitoring
22.65,66.03,1010.24,155.49,54.26,119.43,4.39,-0.08,2.205,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.13,63.39,1008.32,164.81,45.66,57.94,0.24,-0.007,1.175,Normal,Safe,Maintain Regular Monitoring
54.12,37.62,1009.62,822.92,420.09,63.3,0.36,0.943,10.171,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.66,59.34,1015.17,130.05,46.26,45.18,0.06,0.057,1.067,Normal,Safe,Maintain Regular Monitoring
21.56,61,1003.4,1421.39,143.35,55.16,0.19,0.173,27.148,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
22.35,52.83,1016.25,193.24,52.96,50.05,0.22,-0.051,3.209,Normal,Safe,Maintain Regular Monitoring
26.67,53.02,1008.69,4342.08,80.07,61.32,0.23,0.154,76.379,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
22.18,53.7,1013.03,117.42,104.03,109.23,3.39,-0.016,-0.922,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.55,64.87,1014.8,157.75,53.74,47.59,0.18,0.052,0.928,Normal,Safe,Maintain Regular Monitoring
44.17,29.51,1009.73,779.77,526.5,71.85,0.31,1.354,9.551,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.48,68.22,1003.94,1181.61,110.75,61.76,0.18,0.223,26.716,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
57.53,35.5,1017.41,340.89,447.15,78.18,0.39,2.923,10.901,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
29.7,67.93,1012.17,299.08,50.49,91.24,4.85,0.076,-1.508,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.02,60.56,1011.07,156.75,115.16,102.57,3.02,0.026,1.096,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
19.57,67.94,1014.76,128.27,58.66,62.65,0.16,0.066,-0.698,Normal,Safe,Maintain Regular Monitoring
22.72,57.91,1015.87,87.8,88.22,54.33,0.22,-0.022,-1.307,Normal,Safe,Maintain Regular Monitoring
26.01,70.43,1011.26,212.42,98.66,52.13,0.06,0.046,-0.005,Normal,Safe,Maintain Regular Monitoring
52.07,40.49,1004.76,451.98,451.5,65.78,0.16,1.255,9.279,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.77,62.25,1009.14,63.57,92.11,52.39,0.23,0.018,-0.463,Normal,Safe,Maintain Regular Monitoring
27.07,58.44,1004.52,4563.93,153.15,59.29,0.11,0.293,83.202,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
36.38,46.95,1010.92,791.71,560.13,59.01,0.2,3.389,8.387,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
24.75,67.95,1014.24,148.34,86.95,56.88,0.16,-0.007,-0.124,Normal,Safe,Maintain Regular Monitoring
23.3,58.65,1008.85,97.8,43.39,110.91,3.63,-0.064,2.252,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.97,60.64,1016.9,177.87,36.68,57.07,0.15,0.022,0.314,Normal,Safe,Maintain Regular Monitoring
25.78,62.5,1011.63,105.36,45.45,62.34,0.17,-0.063,1.498,Normal,Safe,Maintain Regular Monitoring
25.24,59.37,1017.04,235.23,54.49,106.5,5.03,0.056,0.655,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.98,62.68,1007.85,1520.16,128.08,62.59,0.28,0.22,63.648,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.87,57.7,1010.79,144.1,53.59,91.61,4.88,0.004,-0.206,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.14,58.89,1004.16,3908.33,155.51,56.91,0.26,0.278,82.867,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.11,59.45,1011.4,138.02,63.51,42.66,0.16,0.033,0.067,Normal,Safe,Maintain Regular Monitoring
28.46,89.73,1005.49,181.48,217.6,40.4,0.12,-0.026,2.292,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
22.97,66.69,1007.89,197.68,119.6,119.89,1.81,0.081,-0.574,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.55,65.65,1010.3,249.98,88.86,112.34,4.39,0.003,0.053,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.73,66.75,1010.43,105.2,27.19,52.53,0.16,0.036,2.794,Normal,Safe,Maintain Regular Monitoring
45.55,35.75,1008.44,874.09,568.44,71.79,0.28,1.603,6.705,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.87,59.53,1012.79,1780.79,182.22,62.11,0.34,0.137,54.817,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
24.14,67.77,1013.78,197.7,42.65,55.02,0.16,0.01,0.522,Normal,Safe,Maintain Regular Monitoring
34.42,90.79,1010.25,402.1,260.42,49.97,0.13,0.015,0.082,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
21.03,60.06,1016.06,115.9,57.04,60.54,0.1,0.101,-0.291,Normal,Safe,Maintain Regular Monitoring
24.2,61.75,1011.74,258.59,42.22,86.88,6.28,-0.029,0.774,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.9,57.96,1007.1,1435.72,154.24,69.33,0.18,0.319,26.884,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
23.54,75.16,1011.91,124.35,45.64,49.93,0.07,0.005,0.383,Normal,Safe,Maintain Regular Monitoring
40.1,42.94,1014.13,859.35,487.35,59.42,0.44,0.858,9.387,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
34.71,94.07,1003.01,201.74,414.44,47.97,0.08,-0.026,4.801,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.79,69.53,1011.26,218.88,45.17,109.12,2.6,0.033,0.272,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
34.15,87.66,1001.06,309.75,248.84,45.69,0.04,-0.012,-1.176,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
57.37,42.54,1007.61,547.21,262.71,57.59,0.31,3.055,8.158,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.17,67.31,1018.47,246.91,114.55,105.43,2.84,-0.044,0.027,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
32.45,89,1004.76,293.89,511.78,45.93,0.14,0.044,2.657,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
21.14,71.93,1011.23,39.68,50.89,55.62,0.22,-0.078,2.349,Normal,Safe,Maintain Regular Monitoring
25.95,57.39,1011.26,2401.36,112.79,70.78,0.24,0.083,45.54,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
21.99,62.92,1013.41,175.1,48.73,60.42,0.05,-0.032,-0.542,Normal,Safe,Maintain Regular Monitoring
21.17,57.42,1007.58,209.07,54.78,91.15,5.88,-0.052,1.175,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.8,60.32,1018.63,196.12,120.94,94.25,5.29,-0.01,0.128,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
25.4,58.37,1008.3,81.71,71.8,48.07,0.08,0.011,-0.075,Normal,Safe,Maintain Regular Monitoring
25.78,62.66,1008.73,88.25,40.58,121.59,4.04,0.122,-0.287,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
19.46,59.95,1008.2,215.77,119.45,74.6,5.97,-0.014,-0.371,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.35,66.18,1014.21,213.69,46.81,60.31,0.22,-0.009,1.853,Normal,Safe,Maintain Regular Monitoring
53.04,33.25,1007.47,1044.82,353.86,65.79,0.31,1.857,11.599,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
30.35,92.9,1004.19,263.45,464.23,50.78,0.15,0.14,1.747,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
24.03,68.41,1007.53,196.9,65.71,62.19,0.05,0.006,-0.083,Normal,Safe,Maintain Regular Monitoring
22.78,67.81,1015.66,184.6,82.39,116.68,2.6,-0.037,0.003,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
21.84,64.84,1012.13,34.01,32.55,65.76,0.22,-0.019,0.772,Normal,Safe,Maintain Regular Monitoring
29.91,67.01,1010.91,265.46,55.07,76.64,4.67,-0.076,-0.851,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
28.64,73.6,1009.34,114.24,99.08,74.11,3.38,0.07,0.245,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
27.37,54.71,1014.03,239.42,105.75,71.16,5.01,0,0.78,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.88,54.76,1004.32,2474.82,99.2,70.82,0.31,0.218,34.743,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
31.83,83.17,1004.28,268.1,312.94,44.45,0.08,0.112,3.423,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
33.84,86.26,1002.98,290.7,507.1,38.74,0.16,0.105,-1.154,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.98,72.74,1014.76,167.08,41.96,62.63,0.09,0.005,0.73,Normal,Safe,Maintain Regular Monitoring
31.6,82.89,1009.71,316.83,347.58,44.01,0.07,-0.084,2.217,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
24.39,61.63,1013.42,55.52,68.7,50.84,0.15,0.073,0.531,Normal,Safe,Maintain Regular Monitoring
39.38,30.66,1010.25,423.63,572.69,64.95,0.43,3.174,6.569,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
21.84,68.57,1006.82,86.21,58.02,52.68,0.08,0.02,2.31,Normal,Safe,Maintain Regular Monitoring
22.7,59.94,1008.84,141.47,42.34,65.07,0.07,0.016,0.131,Normal,Safe,Maintain Regular Monitoring
24.41,61.9,1011.63,103.95,65,54.53,0.06,-0.11,0.326,Normal,Safe,Maintain Regular Monitoring
24.76,66.04,1009.29,199.06,107.83,113.56,3.33,0.072,1.133,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
19.07,69.89,1015.58,179.53,74.23,63.09,0.15,-0.006,2.783,Normal,Safe,Maintain Regular Monitoring
29.12,70.82,1011.78,150.94,56.14,90.4,4.43,0.02,0.821,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
21.93,60.51,1019.03,181.56,85.96,54.07,0.06,0.028,0.189,Normal,Safe,Maintain Regular Monitoring
23.61,62.27,1014.52,112.27,55.4,55.26,0.21,0.081,0.846,Normal,Safe,Maintain Regular Monitoring
57.64,33.82,1005.58,925.2,445.62,71,0.18,3.357,4.917,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.84,61.7,1010.98,250.28,96.95,113.22,3.5,-0.03,0.136,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
21.67,63.86,1009.85,180.72,35.17,51.43,0.16,-0.013,1.742,Normal,Safe,Maintain Regular Monitoring
37.86,37.29,1007.17,436.94,655.72,73.05,0.44,3.474,10.077,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
29.32,84.97,999.88,436.96,478.29,48.14,0.07,-0.04,0.238,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
50.45,41.08,1009.27,330.69,366.67,61.95,0.17,1.548,4.489,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
25.75,58.55,1011.41,157.66,39.29,53.11,0.15,0.019,0.44,Normal,Safe,Maintain Regular Monitoring
27.15,62.89,1010.82,181.9,76.33,59.13,0.23,0.05,0.332,Normal,Safe,Maintain Regular Monitoring
31.98,93.07,1007.6,359.14,548.48,38.19,0.09,-0.028,-0.79,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.81,57.18,1013.8,164.43,49.84,46.87,0.2,0.024,1.068,Normal,Safe,Maintain Regular Monitoring
34.36,93.32,1004.88,389.45,253.25,43.54,0.08,0.092,-0.354,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
26.25,54.44,1005.87,3176.7,100.51,61.34,0.26,0.029,23.491,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.64,60.82,1011.78,203.76,61.74,82.26,3.44,0.017,-0.035,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
23.95,58.88,1011.14,203.77,119.43,101.45,3.92,0.078,-0.06,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
25.09,58.48,1009.69,162.31,51.79,87.47,4.71,-0.025,-1.166,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
27.21,61.49,1003.72,4740.79,81.55,67.49,0.12,0.16,76.312,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
20.02,67.3,1008.65,135.04,110.78,112.61,4.08,-0.032,-0.445,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.59,55.47,1016.93,3940.64,107.11,68.75,0.2,0.232,19.664,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
22.69,61.35,1009.4,2768.15,125.94,63.07,0.26,0.172,79.329,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
50.74,28.27,1008.44,423.93,534.11,72.27,0.24,3.314,7.529,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
32.88,90.35,1006.9,186.82,537.46,39.72,0.08,0.086,3.365,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
25.15,72.49,1014.07,68.7,117.05,75.77,6,-0.01,0.239,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
22.85,63.66,1015,214.38,104.37,113.04,4.95,-0.041,-0.006,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
27.37,53.25,1000.99,4382.2,78.42,71.03,0.35,0.082,62.535,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.87,57.58,1014.02,4253.45,88.09,58.09,0.15,0.173,31.711,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.21,51.62,1010.63,152.35,91.73,99.92,2.73,0.019,0.902,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.73,54.79,1013.5,146.34,82.56,57.49,0.12,-0.043,-0.554,Normal,Safe,Maintain Regular Monitoring
22.73,61.43,1014.5,45.29,34.88,55.98,0.09,-0.017,1.63,Normal,Safe,Maintain Regular Monitoring
26.28,64.84,1007.41,2816.86,117.86,60.6,0.12,0.21,60.638,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
27.15,61.67,1012.6,158.84,61.5,57.11,0.2,-0.022,-0.311,Normal,Safe,Maintain Regular Monitoring
23.47,66.08,1009.66,143.31,58.98,53.04,0.23,0.042,-1.332,Normal,Safe,Maintain Regular Monitoring
23.13,66.85,1015.18,47.93,33.57,48.81,0.06,-0.008,-0.77,Normal,Safe,Maintain Regular Monitoring
22.38,69.81,1015.87,105.3,91.69,54.8,0.13,0.021,1.135,Normal,Safe,Maintain Regular Monitoring
27.42,61.16,1016.33,79.67,62.94,48.65,0.24,0.039,-0.69,Normal,Safe,Maintain Regular Monitoring
22.59,66.42,1014.04,104.92,112.06,94.3,3.91,-0.094,-0.193,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.32,54.89,1011.86,928.53,134.95,61.07,0.21,0.249,82.823,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
29.19,65.82,1009.65,3571.02,177.4,62.44,0.27,0.11,36.244,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
53.23,33.93,1013.55,728.35,334.7,70.54,0.21,2.263,4.825,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.59,56.34,1009.16,49.11,79.34,63.25,0.2,-0.037,-0.333,Normal,Safe,Maintain Regular Monitoring
25.86,57.34,1014.73,66.91,77.33,80.84,4.74,-0.052,1.113,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
24.19,63.15,1013.97,142.9,96.42,106.27,3.4,0.082,2.469,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
24.84,55.65,1016.09,78.04,81.67,47.89,0.2,0.004,1.727,Normal,Safe,Maintain Regular Monitoring
27.61,61.61,1005.94,1124.85,129.56,46.48,0.32,0.172,26.93,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
30.47,92.84,1003.53,325.91,236.28,41.61,0.05,0.111,2.516,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
24.07,69.74,1006.14,164.01,81.3,94.24,4.18,-0.058,1.857,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.96,55.67,1011.13,3081.82,126.19,69.39,0.32,0.268,71.928,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
50.14,37.16,1012.02,984.98,645.96,66,0.19,1.017,3.565,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.22,61.62,1008.22,168.91,65.1,71.29,0.15,0.095,-0.633,Normal,Safe,Maintain Regular Monitoring
26.64,65.45,1006.69,102.11,112.56,92.21,6.01,0.077,-0.395,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
23.69,69.67,1013,202.24,81.89,58.01,0.24,0.082,0.191,Normal,Safe,Maintain Regular Monitoring
28.21,64.38,1009.42,287.73,45.47,92.46,4.2,0.034,-2.729,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
39.78,35.16,1010.02,413.99,313.79,67.66,0.39,2.336,10.932,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
50,41.79,1005.21,817.47,426.75,64.82,0.41,2.9,4.452,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
27.4,64.25,1011.1,4063.86,70.54,77.11,0.14,0.201,60.485,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
28.34,60.32,1012.28,81.29,42.9,46.81,0.18,0.094,0.103,Normal,Safe,Maintain Regular Monitoring
23.32,63.92,1013.36,147.03,93.07,60.61,0.12,-0.02,-0.064,Normal,Safe,Maintain Regular Monitoring
23.96,59.77,1013.86,113.67,54.78,51.7,0.08,-0.044,0.124,Normal,Safe,Maintain Regular Monitoring
22.86,60.33,1008.04,106.55,37.63,54.73,0.12,0.065,0.987,Normal,Safe,Maintain Regular Monitoring
24.86,60.01,1013.14,216.89,81.85,119.42,4.61,0.038,0.66,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
28.83,60.8,1010.7,2027.66,87.9,64.79,0.3,0.234,60.156,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
21.94,57.13,1013.89,128.45,63.84,51.91,0.06,0.027,2.259,Normal,Safe,Maintain Regular Monitoring
28.07,67.71,1017.31,251.96,94.95,75.62,5.22,-0.101,1.389,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
32.35,95.57,1008.05,209.19,533.37,45.54,0.13,0.031,-0.623,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
26.89,70.92,1012.17,81.19,129.63,92.43,3.27,-0.028,1.33,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
22.78,76.82,1009.8,141.68,69.03,80.61,3.68,-0.023,1.025,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
26.09,60.88,1022.51,210.24,87.12,47.34,0.24,-0.051,-1.205,Normal,Safe,Maintain Regular Monitoring
26.59,59.04,1011.4,4677.6,162.81,68.06,0.16,0.072,78.417,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
22.82,57.1,1013.24,240.04,119.47,90.95,4.73,0.031,-2.189,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
23.33,60.54,1012.36,82.45,72.95,90.5,3.18,-0.022,-0.439,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
22.56,63.9,1014.91,89.08,53.56,53.11,0.12,0.097,2.442,Normal,Safe,Maintain Regular Monitoring
34.32,82.7,1003.73,307.23,221.16,44.56,0.16,0.097,0.621,Toxic Gas / Poor Ventilation,Moderate Risk,Inspect Ventilation Ducts & Airflow Dampers
25.58,62.9,1012.01,91.88,55.52,47.26,0.14,0.016,1.176,Normal,Safe,Maintain Regular Monitoring
24.02,63.74,1006.66,117.41,52.52,62.66,0.15,0.097,0.418,Normal,Safe,Maintain Regular Monitoring
39.33,40.23,1011.85,528.03,371.37,65.38,0.33,1.296,4.849,Spontaneous Combustion / Fire,High Risk,Dispatch Fire Inspection Team & Seal Airflow
45.17,35.07,1018.54,731.67,520.92,72.27,0.24,1.141,9.608,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
54.72,33.14,1009.86,703.33,523.37,49.84,0.16,2.748,2.62,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
26.82,61.38,1009.71,215.84,85.48,63.54,0.09,0.023,1.336,Normal,Safe,Maintain Regular Monitoring
33.97,86.79,1000.42,215.9,373.86,38.59,0.1,0.056,3.828,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
23.76,63.75,1009.51,67.51,68,52.88,0.1,0.009,1.164,Normal,Safe,Maintain Regular Monitoring
25.26,64.96,1016.98,129.33,92.37,62.11,0.16,0.073,0.116,Normal,Safe,Maintain Regular Monitoring
30.67,92.89,1006.99,297.82,512.33,42.85,0.09,0.043,2.982,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
19.8,66.2,1014.68,88.76,119.13,89.48,3.83,-0.064,0.849,Worker Fall / Distress,High Risk,Dispatch Medical Team & Locate Worker via LoRa Beacon
29.29,85.82,1011.42,272.7,447.74,46.94,0.11,0.11,2.567,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
32.33,93.02,1008.15,334.47,489.6,45.65,0.07,0.023,-3.339,Toxic Gas / Poor Ventilation,High Risk,Activate Auxiliary Air Scrubbers & Ventilate
51.34,37.52,1012.5,960.7,531.91,60.66,0.45,3.073,9.89,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
43.26,38.71,1012.4,366.54,467.7,69.2,0.34,1.854,6.985,Spontaneous Combustion / Fire,Critical Danger,Trigger Automated Fire Suppression & Evacuate
22.44,59.32,1014.62,61.94,52.95,55.43,0.05,0.074,-0.209,Normal,Safe,Maintain Regular Monitoring
27.66,56.78,1009.87,2214.51,161.35,60.96,0.31,0.246,28.355,Methane Accumulation,High Risk,Boost Ventilation Fan Speed & Alert Sector
28.11,66.5,1005.58,1370.5,115.96,54.46,0.15,0.202,55.157,Methane Accumulation,Critical Danger,Immediate Evacuation & Cut Power Supply
23.98,62.06,1015.8,125.07,32.58,51.46,0.16,0.014,0.899,Normal,Safe,Maintain Regular Monitoring
21.18,69.72,1007.27,97.22,68.37,96.54,4.91,0.02,1.311,Roof Fall / Rock Burst Risk,Critical Danger,Immediate Tunnel Evacuation: Structural Collapse Threat
